   78  5      136.40
   21.799500 1667.005000  131.926300   .4283  126.500000      .47  30:47    30.79     1.93
   21.100000 1676.656000  131.843900   .3956  126.434000      .74  31:31    31.53     1.84
   20.100000 1690.452000  131.717100   .3561  126.339800      .82  32:20    32.35     1.72
   19.100000 1704.248000  131.578500   .3238  126.245600      .89  33:14    33.24     1.58
   18.100000 1718.045000  131.424300   .2988  126.151300      .96  34:11    34.19     1.42
   17.100000 1731.841000  131.243600   .2825  126.057100      .49  34:41    34.69     1.24
   16.600000 1738.739000  131.136700   .2793  126.010000      .49  35:10    35.18     1.14
   16.100000 1745.637000  131.031600   .2917  125.913100      .93  36: 6    36.11     1.03
   15.100000 1759.433000  130.872900   .3036  125.719400      .09  36:11    36.20      .87
   15.000000 1760.813000  130.860400   .3050  125.700000      .66  36:51    36.86      .86
   14.100000 1773.230000  130.726900   .4476  124.963600      .51  37:22    37.38      .73
   13.100000 1787.026000  130.542900   .6375  124.145500      .12  37:30    37.50      .54
   12.800000 1791.165000  130.482000   .6998  123.900000      .29  37:47    37.79      .48
   12.100000 1800.822000  130.362500   .6233  123.744400      .48  38:16    38.28      .90
   11.100000 1814.619000  130.237700   .5300  123.522200      .05  38:19    38.33     1.53
   11.000500 1815.991000  130.228100   .5230  123.500100      .00  38:19    38.33     1.60
   11.000000 1816.000000  130.228000   .5229  123.500000      .00  38:19    38.33     1.60
   10.999500 1816.008000  130.228000   .5229  123.499900      .49  38:49    38.82     1.60
   10.100000 1831.027000  130.146100   .4891  123.350000      .60  39:25    39.42     1.68
    9.100000 1847.724000  130.061500   .4409  123.183300      .67  40: 5    40.09     1.77
    8.100000 1864.422000  129.981900   .3842  123.016700      .79  40:52    40.88     1.87
    7.100000 1881.119000  129.904800   .3227  122.850000      .95  41:49    41.83     1.98
    6.100000 1897.816000  129.826900   .2602  122.683300     1.21  43: 2    43.04     2.08
    5.100000 1914.514000  129.741400   .1997  122.516700     1.08  44: 7    44.12     2.18
    4.400000 1926.202000  129.668900   .1600  122.400000      .52  44:38    44.64     2.23
    4.100000 1931.211000  129.633500   .1595  122.393000     1.75  46:23    46.39     2.20
    3.100000 1947.908000  129.503400   .1584  122.369800     1.75  48: 8    48.14     2.09
    2.100000 1964.605000  129.349000   .1585  122.346500     1.74  49:52    49.88     1.96
    1.100000 1981.303000  129.157000   .1611  122.323300     1.68  51:33    51.56     1.79
     .100000 1998.000000  128.900000   .1703  122.300000     1.68  53:14    53.24     1.56
   78  4      135.40
   62.000000 1582.500000  135.400000   .1707  122.600000     1.45   0: 0      .00     3.56
   61.100000 1582.892000  135.443600   .1733  122.972000     1.59   1:35     1.59     3.51
   60.100000 1583.327000  135.422700   .1768  123.385300     1.55   3: 8     3.14     3.45
   59.100000 1583.762000  135.401500   .1810  123.798700     1.51   4:39     4.65     3.39
   58.100000 1584.198000  135.379900   .1860  124.212000     1.47   6: 7     6.12     3.32
   57.100000 1584.633000  135.357700   .1918  124.625300     1.42   7:32     7.55     3.26
   56.100000 1585.068000  135.335100   .1988  125.038700     1.37   8:54     8.91     3.20
   55.100000 1585.504000  135.311600   .2072  125.452000     1.31  10:13    10.22     3.14
   54.100000 1585.939000  135.286700   .2174  125.865300     1.24  11:27    11.47     3.07
   53.100000 1586.374000  135.259700   .2298  126.278700     1.17  12:38    12.63     3.00
   52.100000 1586.810000  135.229900   .2453  126.692000     1.09  13:43    13.72     2.93
   51.100000 1587.245000  135.196200   .2648  127.105300     1.00  14:43    14.72     2.86
   50.100000 1587.680000  135.156900   .2901  127.518700      .90  15:37    15.63     2.78
   49.100000 1588.116000  135.108600   .3243  127.932000      .80  16:25    16.43     2.69
   48.100000 1588.551000  135.044500   .3729  128.345300      .67  17: 5    17.10     2.59
   47.100000 1588.986000  134.948900   .4528  128.758700      .06  17: 9    17.16     2.45
   47.000000 1589.030000  134.937000   .4580  128.800000      .54  17:42    17.70     2.44
   46.100000 1589.422000  134.829800   .4639  128.728700      .59  18:17    18.30     2.47
   45.100000 1589.857000  134.711000   .4707  128.649400      .59  18:52    18.88     2.50
   44.100000 1590.292000  134.592400   .4776  128.570100      .58  19:27    19.46     2.53
   43.100000 1590.728000  134.473800   .4849  128.490900      .57  20: 1    20.03     2.57
   42.100000 1591.163000  134.355300   .4924  128.411600      .56  20:35    20.59     2.60
   41.100000 1591.598000  134.236700   .5003  128.332300      .55  21: 8    21.14     2.64
   40.100000 1592.034000  134.118000   .5085  128.253100      .54  21:40    21.68     2.67
